TIMESTAMP,year,doy,VWC0,VWC20,Watertable,rWatertable
2016-03-21,2016.00,81.00,,,-48.02,-0.15
2016-03-22,2016.00,82.00,,,-47.33,-0.15
2016-03-23,2016.00,83.00,,,-47.00,-0.15
2016-03-24,2016.00,84.00,,,-47.02,-0.15
2016-03-25,2016.00,85.00,,,-46.40,-0.15
2016-03-26,2016.00,86.00,,,-45.96,-0.15
2016-03-27,2016.00,87.00,,,-45.44,-0.15
2016-03-28,2016.00,88.00,,,-44.20,-0.15
2016-03-29,2016.00,89.00,,,-43.19,-0.15
2016-03-30,2016.00,90.00,,,-41.17,-0.15
2016-03-31,2016.00,91.00,,,-39.17,-0.15
2016-04-01,2016.00,92.00,,,-37.96,-0.14
2016-04-02,2016.00,93.00,,,-38.31,-0.14
2016-04-03,2016.00,94.00,,,-38.48,-0.14
2016-04-04,2016.00,95.00,,,-39.15,-0.15
2016-04-05,2016.00,96.00,,,-39.44,-0.15
2016-04-06,2016.00,97.00,,,-38.90,-0.15
2016-04-07,2016.00,98.00,,,-38.27,-0.14
2016-04-08,2016.00,99.00,,,-38.52,-0.14
2016-04-09,2016.00,100.00,,,-38.02,-0.14
2016-04-10,2016.00,101.00,,,-37.33,-0.14
2016-04-11,2016.00,102.00,,,-37.46,-0.14
2016-04-12,2016.00,103.00,,,-36.90,-0.14
2016-04-13,2016.00,104.00,,,-34.96,-0.14
2016-04-14,2016.00,105.00,,,-32.58,-0.14
2016-04-15,2016.00,106.00,,,-30.02,-0.14
2016-04-16,2016.00,107.00,,,-25.62,-0.13
2016-04-17,2016.00,108.00,,,-20.73,-0.13
2016-04-18,2016.00,109.00,,,-15.29,-0.12
2016-04-19,2016.00,110.00,,,-12.65,-0.12
2016-04-20,2016.00,111.00,,,-11.04,-0.12
2016-04-21,2016.00,112.00,,,-8.62,-0.11
2016-04-22,2016.00,113.00,,,-6.56,-0.11
2016-04-23,2016.00,114.00,,,4.62,-0.10
2016-04-24,2016.00,115.00,,,59.42,-0.05
2016-04-25,2016.00,116.00,,,78.40,-0.03
2016-04-26,2016.00,117.00,,,75.69,-0.03
2016-04-27,2016.00,118.00,,,68.94,-0.04
2016-04-28,2016.00,119.00,,,63.94,-0.04
2016-04-29,2016.00,120.00,,,59.10,-0.05
2016-04-30,2016.00,121.00,,,54.88,-0.05
2016-05-01,2016.00,122.00,,,50.25,-0.06
2016-05-02,2016.00,123.00,,,46.46,-0.06
2016-05-03,2016.00,124.00,,,43.21,-0.06
2016-05-04,2016.00,125.00,,,38.54,-0.07
2016-05-05,2016.00,126.00,,,34.48,-0.07
2016-05-06,2016.00,127.00,,,30.27,-0.08
2016-05-07,2016.00,128.00,,,24.46,-0.08
2016-05-08,2016.00,129.00,,,19.04,-0.09
2016-05-09,2016.00,130.00,,,14.40,-0.09
2016-05-10,2016.00,131.00,,,12.88,-0.09
2016-05-11,2016.00,132.00,,,14.42,-0.09
2016-05-12,2016.00,133.00,,,15.54,-0.09
2016-05-13,2016.00,134.00,,,11.92,-0.09
2016-05-14,2016.00,135.00,,,9.92,-0.10
2016-05-15,2016.00,136.00,,,7.98,-0.10
2016-05-16,2016.00,137.00,,,6.60,-0.10
2016-05-17,2016.00,138.00,,,1.52,-0.10
2016-05-18,2016.00,139.00,,,-3.40,-0.11
2016-05-19,2016.00,140.00,,,-8.21,-0.11
2016-05-20,2016.00,141.00,,,-12.77,-0.12
2016-05-21,2016.00,142.00,,,-18.04,-0.12
2016-05-22,2016.00,143.00,,,-23.38,-0.13
2016-05-23,2016.00,144.00,,,-27.71,-0.13
2016-05-24,2016.00,145.00,,,-31.19,-0.14
2016-05-25,2016.00,146.00,,,-34.69,-0.14
2016-05-26,2016.00,147.00,,,-36.60,-0.14
2016-05-27,2016.00,148.00,,,-30.50,-0.14
2016-05-28,2016.00,149.00,,,-16.40,-0.12
2016-05-29,2016.00,150.00,,,-15.17,-0.12
2016-05-30,2016.00,151.00,,,-22.42,-0.13
2016-05-31,2016.00,152.00,,,2.73,-0.10
2016-06-01,2016.00,153.00,,,14.02,-0.09
2016-06-02,2016.00,154.00,,,12.21,-0.09
2016-06-03,2016.00,155.00,,,10.79,-0.10
2016-06-04,2016.00,156.00,,,22.40,-0.08
2016-06-05,2016.00,157.00,,,19.42,-0.09
2016-06-06,2016.00,158.00,,,23.42,-0.08
2016-06-07,2016.00,159.00,,,14.79,-0.09
2016-06-08,2016.00,160.00,,,7.21,-0.10
2016-06-09,2016.00,161.00,,,0.71,-0.11
2016-06-10,2016.00,162.00,,,-5.40,-0.11
2016-06-11,2016.00,163.00,,,-11.94,-0.12
2016-06-12,2016.00,164.00,,,-11.50,-0.12
2016-06-13,2016.00,165.00,,,8.02,-0.10
2016-06-14,2016.00,166.00,,,3.48,-0.11
2016-06-15,2016.00,167.00,,,-7.15,-0.08
2016-06-16,2016.00,168.00,,,-82.29,-0.08
2016-06-17,2016.00,169.00,,,-81.94,-0.08
2016-06-18,2016.00,170.00,,,-78.96,-0.07
2016-06-19,2016.00,171.00,,,-85.40,-0.08
2016-06-20,2016.00,172.00,,,-92.60,-0.09
2016-06-21,2016.00,173.00,,,-99.66,-0.09
2016-06-22,2016.00,174.00,,,-103.08,-0.10
2016-06-23,2016.00,175.00,,,-101.38,-0.10
2016-06-24,2016.00,176.00,,,-109.12,-0.10
2016-06-25,2016.00,177.00,,,-103.79,-0.10
2016-06-26,2016.00,178.00,,,-92.10,-0.09
2016-06-27,2016.00,179.00,,,-99.98,-0.09
2016-06-28,2016.00,180.00,,,-107.50,-0.10
2016-06-29,2016.00,181.00,,,-114.77,-0.11
2016-06-30,2016.00,182.00,,,-118.60,-0.11
2016-07-01,2016.00,183.00,,,-124.73,-0.12
2016-07-02,2016.00,184.00,,,-131.25,-0.13
2016-07-03,2016.00,185.00,,,-137.08,-0.13
2016-07-04,2016.00,186.00,,,-141.12,-0.14
2016-07-05,2016.00,187.00,,,-141.90,-0.14
2016-07-06,2016.00,188.00,,,-135.58,-0.13
2016-07-07,2016.00,189.00,,,-128.08,-0.12
2016-07-08,2016.00,190.00,,,-76.19,-0.07
2016-07-09,2016.00,191.00,,,-86.40,-0.08
2016-07-10,2016.00,192.00,,,-92.04,-0.09
2016-07-11,2016.00,193.00,,,-80.48,-0.08
2016-07-12,2016.00,194.00,,,-71.29,-0.07
2016-07-13,2016.00,195.00,,,-77.44,-0.07
2016-07-14,2016.00,196.00,,,-72.00,-0.07
2016-07-15,2016.00,197.00,,,-79.19,-0.07
2016-07-16,2016.00,198.00,,,-87.31,-0.08
2016-07-17,2016.00,199.00,,,-88.67,-0.08
2016-07-18,2016.00,200.00,,,-91.77,-0.09
2016-07-19,2016.00,201.00,,,-99.38,-0.09
2016-07-20,2016.00,202.00,,,-103.23,-0.10
2016-07-21,2016.00,203.00,,,-88.73,-0.08
2016-07-22,2016.00,204.00,,,-96.94,-0.09
2016-07-23,2016.00,205.00,,,-104.31,-0.10
2016-07-24,2016.00,206.00,,,-110.10,-0.10
2016-07-25,2016.00,207.00,,,-117.55,-0.11
2016-07-26,2016.00,208.00,,,-124.40,-0.12
2016-07-27,2016.00,209.00,,,-91.52,-0.09
2016-07-28,2016.00,210.00,,,-76.06,-0.07
2016-07-29,2016.00,211.00,,,-85.46,-0.08
2016-07-30,2016.00,212.00,,,-92.94,-0.09
2016-07-31,2016.00,213.00,,,-99.40,-0.09
2016-08-01,2016.00,214.00,,,-105.33,-0.10
2016-08-02,2016.00,215.00,,,-66.50,-0.06
2016-08-03,2016.00,216.00,,,-67.90,-0.06
2016-08-04,2016.00,217.00,,,-43.90,-0.04
2016-08-05,2016.00,218.00,,,-52.60,-0.05
2016-08-06,2016.00,219.00,,,-60.75,-0.06
2016-08-07,2016.00,220.00,,,-67.08,-0.06
2016-08-08,2016.00,221.00,,,-71.81,-0.07
2016-08-09,2016.00,222.00,,,-76.40,-0.07
2016-08-10,2016.00,223.00,,,-66.12,-0.06
2016-08-11,2016.00,224.00,,,-64.10,-0.06
2016-08-12,2016.00,225.00,,,-67.04,-0.06
2016-08-13,2016.00,226.00,,,-48.90,-0.04
2016-08-14,2016.00,227.00,,,-57.17,-0.05
2016-08-15,2016.00,228.00,,,-63.42,-0.06
2016-08-16,2016.00,229.00,,,-68.69,-0.06
2016-08-17,2016.00,230.00,,,-74.31,-0.07
2016-08-18,2016.00,231.00,,,-77.73,-0.07
2016-08-19,2016.00,232.00,,,-81.40,-0.08
2016-08-20,2016.00,233.00,,,-83.25,-0.08
2016-08-21,2016.00,234.00,,,-86.44,-0.08
2016-08-22,2016.00,235.00,,,-91.60,-0.09
2016-08-23,2016.00,236.00,,,-96.44,-0.09
2016-08-24,2016.00,237.00,,,-102.00,-0.10
2016-08-25,2016.00,238.00,,,-106.17,-0.10
2016-08-26,2016.00,239.00,,,-109.71,-0.10
2016-08-27,2016.00,240.00,,,-105.83,-0.10
2016-08-28,2016.00,241.00,,,-90.21,-0.08
2016-08-29,2016.00,242.00,,,-41.12,-0.04
2016-08-30,2016.00,243.00,,,-43.94,-0.04
2016-08-31,2016.00,244.00,,,-51.00,-0.05
2016-09-01,2016.00,245.00,,,-55.92,-0.05
2016-09-02,2016.00,246.00,,,-59.83,-0.05
2016-09-03,2016.00,247.00,,,-63.54,-0.06
2016-09-04,2016.00,248.00,,,-67.50,-0.06
2016-09-05,2016.00,249.00,,,-52.06,-0.05
2016-09-06,2016.00,250.00,,,-45.35,-0.04
2016-09-07,2016.00,251.00,,,-45.90,-0.04
2016-09-08,2016.00,252.00,,,-15.81,-0.01
2016-09-09,2016.00,253.00,,,-26.38,-0.02
2016-09-10,2016.00,254.00,,,-32.98,-0.03
2016-09-11,2016.00,255.00,,,-37.50,-0.03
2016-09-12,2016.00,256.00,,,-40.60,-0.03
2016-09-13,2016.00,257.00,,,-43.96,-0.04
2016-09-14,2016.00,258.00,,,-47.52,-0.04
2016-09-15,2016.00,259.00,,,-49.45,-0.04
2016-09-16,2016.00,260.00,,,-47.88,-0.04
2016-09-17,2016.00,261.00,,,-43.35,-0.04
2016-09-18,2016.00,262.00,,,-47.02,-0.04
2016-09-19,2016.00,263.00,,,-48.94,-0.04
2016-09-20,2016.00,264.00,,,-53.54,-0.05
2016-09-21,2016.00,265.00,,,-56.04,-0.05
2016-09-22,2016.00,266.00,,,-58.96,-0.05
2016-09-23,2016.00,267.00,,,-62.54,-0.06
2016-09-24,2016.00,268.00,,,-64.33,-0.06
2016-09-25,2016.00,269.00,,,-25.00,-0.02
2016-09-26,2016.00,270.00,,,-15.34,-0.01
2016-09-27,2016.00,271.00,,,-18.79,-0.01
2016-09-28,2016.00,272.00,,,-22.83,-0.02
2016-09-29,2016.00,273.00,,,-27.46,-0.02
2016-09-30,2016.00,274.00,,,-30.29,-0.02
2016-10-01,2016.00,275.00,,,-33.21,-0.03
2016-10-02,2016.00,276.00,,,-36.12,-0.03
2016-10-03,2016.00,277.00,,,-39.21,-0.03
2016-10-04,2016.00,278.00,,,-40.98,-0.04
2016-10-05,2016.00,279.00,,,-38.19,-0.03
2016-10-06,2016.00,280.00,,,-42.46,-0.04
2016-10-07,2016.00,281.00,,,-36.81,-0.03
2016-10-08,2016.00,282.00,,,-40.06,-0.03
2016-10-09,2016.00,283.00,,,-43.83,-0.04
2016-10-10,2016.00,284.00,,,-45.58,-0.04
2016-10-11,2016.00,285.00,,,-46.50,-0.04
2016-10-12,2016.00,286.00,,,-44.65,-0.04
2016-10-13,2016.00,287.00,,,-47.96,-0.04
2016-10-14,2016.00,288.00,,,-49.21,-0.04
2016-10-15,2016.00,289.00,,,-50.46,-0.04
2016-10-16,2016.00,290.00,,,-52.21,-0.05
2016-10-17,2016.00,291.00,,,-35.92,-0.03
2016-10-18,2016.00,292.00,,,-35.71,-0.03
2016-10-19,2016.00,293.00,,,-40.65,-0.04
2016-10-20,2016.00,294.00,,,-44.92,-0.04
2016-10-21,2016.00,295.00,,,-46.60,-0.04
2016-10-22,2016.00,296.00,,,-48.33,-0.04
2016-10-23,2016.00,297.00,,,-49.19,-0.04
2016-10-24,2016.00,298.00,,,-52.40,-0.05
2016-10-25,2016.00,299.00,,,-53.52,-0.05
2016-10-26,2016.00,300.00,,,-51.33,-0.05
2016-10-27,2016.00,301.00,,,-49.35,-0.04
2016-10-28,2016.00,302.00,,,-50.12,-0.04
2016-10-29,2016.00,303.00,,,-51.92,-0.05
2016-10-30,2016.00,304.00,,,-53.27,-0.05
2016-10-31,2016.00,305.00,,,-53.19,-0.05
2016-11-01,2016.00,306.00,,,-53.73,-0.05
2016-11-02,2016.00,307.00,,,-56.27,-0.05
2016-11-03,2016.00,308.00,,,-57.35,-0.05
2016-11-04,2016.00,309.00,,,-59.50,-0.05
2016-11-05,2016.00,310.00,,,-60.48,-0.05
2016-11-06,2016.00,311.00,,,-61.21,-0.06
2016-11-07,2016.00,312.00,,,-61.60,-0.06
2016-11-08,2016.00,313.00,,,-63.98,-0.06
2016-11-09,2016.00,314.00,,,-65.92,-0.06
2016-11-10,2016.00,315.00,,,-65.69,-0.06
2016-11-11,2016.00,316.00,,,-68.83,-0.06
2016-11-12,2016.00,317.00,,,-70.29,-0.06
2016-11-13,2016.00,318.00,,,-70.60,-0.07
2016-11-14,2016.00,319.00,,,-71.08,-0.07
2016-11-15,2016.00,320.00,,,-71.92,-0.07
2016-11-16,2016.00,321.00,,0.14,-73.25,-0.07
2016-11-17,2016.00,322.00,,0.13,-72.83,-0.07
2016-11-18,2016.00,323.00,,0.15,-55.15,-0.05
2016-11-19,2016.00,324.00,,0.17,-48.56,-0.04
2016-11-20,2016.00,325.00,,0.17,-47.48,-0.04
2016-11-21,2016.00,326.00,,0.18,-47.33,-0.04
2016-11-22,2016.00,327.00,,0.18,-46.92,-0.04
2016-11-23,2016.00,328.00,,0.19,-45.50,-0.04
2016-11-24,2016.00,329.00,,0.19,-44.52,-0.04
2016-11-25,2016.00,330.00,,0.20,-43.10,-0.04
2016-11-26,2016.00,331.00,,0.20,-41.69,-0.04
2016-11-27,2016.00,332.00,,0.21,-40.58,-0.03
2016-11-28,2016.00,333.00,,0.24,-17.15,-0.01
2016-11-29,2016.00,334.00,,0.25,4.56,0.01
2016-11-30,2016.00,335.00,,0.25,5.85,0.01
2016-12-01,2016.00,336.00,,0.25,5.27,0.01
2016-12-02,2016.00,337.00,,0.25,5.58,0.01
2016-12-03,2016.00,338.00,,0.24,3.56,0.01
2016-12-04,2016.00,339.00,,0.24,1.38,0.01
2016-12-05,2016.00,340.00,,0.25,0.52,0.01
2016-12-06,2016.00,341.00,,0.25,1.40,0.01
2016-12-07,2016.00,342.00,,0.25,-0.90,0.00
2016-12-08,2016.00,343.00,,0.25,-4.90,0.00
2016-12-09,2016.00,344.00,,0.25,-8.58,-0.00
2016-12-10,2016.00,345.00,,0.23,-12.04,-0.01
2016-12-11,2016.00,346.00,,0.17,-17.46,-0.01
2016-12-12,2016.00,347.00,,0.15,-19.65,-0.01
2016-12-13,2016.00,348.00,,0.11,-22.77,-0.02
2016-12-14,2016.00,349.00,,0.08,-25.88,-0.02
2016-12-15,2016.00,350.00,,0.07,-30.35,-0.02
2016-12-16,2016.00,351.00,,0.07,-32.23,-0.03
2016-12-17,2016.00,352.00,,0.07,-34.30,-0.03
2016-12-18,2016.00,353.00,,0.06,-39.83,-0.03
2016-12-19,2016.00,354.00,,0.06,-40.43,-0.04
2016-12-20,2016.00,355.00,,0.07,-37.83,-0.03
2016-12-21,2016.00,356.00,,0.07,-37.38,-0.03
2016-12-22,2016.00,357.00,,0.07,-37.65,-0.03
2016-12-23,2016.00,358.00,,0.07,-39.31,-0.03
2016-12-24,2016.00,359.00,,0.07,-38.31,-0.03
2016-12-25,2016.00,360.00,,0.07,-38.81,-0.03
2016-12-26,2016.00,361.00,,0.07,-36.90,-0.03
2016-12-27,2016.00,362.00,,0.07,-38.69,-0.03
2016-12-28,2016.00,363.00,,0.07,-38.94,-0.03
2016-12-29,2016.00,364.00,,0.07,-37.62,-0.03
2016-12-30,2016.00,365.00,,0.07,-37.96,-0.03
2017-01-01,2017.00,1.00,1.10,0.07,-38.25,-0.03
2017-01-02,2017.00,2.00,1.11,0.07,-38.72,-0.03
2017-01-03,2017.00,3.00,1.12,0.07,-37.94,-0.03
2017-01-04,2017.00,4.00,1.22,0.07,-40.88,-0.04
2017-01-05,2017.00,5.00,1.23,0.07,-44.28,-0.04
2017-01-06,2017.00,6.00,1.22,0.06,-47.14,-0.04
2017-01-07,2017.00,7.00,1.18,0.06,-48.67,-0.04
2017-01-08,2017.00,8.00,1.20,0.06,-50.63,-0.04
2017-01-09,2017.00,9.00,1.12,0.06,-50.07,-0.04
2017-01-10,2017.00,10.00,1.10,0.06,-49.20,-0.04
2017-01-11,2017.00,11.00,1.17,0.06,-50.48,-0.04
2017-01-12,2017.00,12.00,1.20,0.06,-53.26,-0.05
2017-01-13,2017.00,13.00,1.21,0.06,-55.92,-0.05
2017-01-14,2017.00,14.00,1.14,0.06,-56.90,-0.05
2017-01-15,2017.00,15.00,1.11,0.06,-57.59,-0.05
2017-01-16,2017.00,16.00,1.07,0.06,-57.39,-0.05
2017-01-17,2017.00,17.00,1.08,0.06,-57.75,-0.05
2017-01-18,2017.00,18.00,1.02,0.06,-57.05,-0.05
2017-01-19,2017.00,19.00,1.02,0.06,-55.91,-0.05
2017-01-20,2017.00,20.00,1.01,0.07,-53.33,-0.05
2017-01-21,2017.00,21.00,0.99,0.16,-48.35,-0.04
2017-01-22,2017.00,22.00,0.97,0.21,-46.43,-0.04
2017-01-23,2017.00,23.00,0.99,0.22,-45.80,-0.04
2017-01-24,2017.00,24.00,1.00,0.23,-45.61,-0.04
2017-01-25,2017.00,25.00,1.01,0.23,-45.08,-0.04
2017-01-26,2017.00,26.00,1.03,0.23,-45.02,-0.04
2017-01-27,2017.00,27.00,1.02,0.23,-45.87,-0.04
2017-01-28,2017.00,28.00,1.03,0.23,-46.48,-0.04
2017-01-29,2017.00,29.00,1.04,0.23,-48.56,-0.04
2017-01-30,2017.00,30.00,1.04,0.23,-50.54,-0.04
2017-01-31,2017.00,31.00,1.00,0.24,-49.45,-0.04
2017-02-01,2017.00,32.00,1.07,0.24,-48.81,-0.04
2017-02-02,2017.00,33.00,1.09,0.24,-49.88,-0.04
2017-02-03,2017.00,34.00,1.08,0.24,-51.32,-0.05
2017-02-04,2017.00,35.00,1.05,0.23,-52.21,-0.05
2017-02-05,2017.00,36.00,1.04,0.20,-52.24,-0.05
2017-02-06,2017.00,37.00,1.04,0.16,-52.39,-0.05
2017-02-07,2017.00,38.00,1.03,0.14,-52.45,-0.05
2017-02-08,2017.00,39.00,1.06,0.12,-53.30,-0.05
2017-02-09,2017.00,40.00,1.06,0.11,-55.16,-0.05
2017-02-10,2017.00,41.00,0.96,0.10,-55.07,-0.05
2017-02-11,2017.00,42.00,0.95,0.10,-53.91,-0.05
2017-02-12,2017.00,43.00,0.94,0.10,-53.08,-0.05
2017-02-13,2017.00,44.00,0.95,0.10,-53.45,-0.05
2017-02-14,2017.00,45.00,0.94,0.10,-52.44,-0.05
2017-02-15,2017.00,46.00,0.99,0.10,-53.60,-0.05
2017-02-16,2017.00,47.00,0.94,0.10,-54.10,-0.05
2017-02-17,2017.00,48.00,0.90,0.10,-52.70,-0.05
2017-02-18,2017.00,49.00,0.89,0.11,-50.50,-0.04
2017-02-19,2017.00,50.00,0.90,0.12,-49.87,-0.04
2017-02-20,2017.00,51.00,0.91,0.16,-48.45,-0.04
2017-02-21,2017.00,52.00,0.90,0.32,-47.79,-0.04
2017-02-22,2017.00,53.00,0.92,0.42,-46.98,-0.04
2017-02-23,2017.00,54.00,0.94,0.50,-45.80,-0.04
2017-02-24,2017.00,55.00,0.97,0.48,-46.44,-0.04
2017-02-25,2017.00,56.00,0.97,0.44,-45.28,-0.04
2017-02-26,2017.00,57.00,0.95,0.42,-44.82,-0.04
2017-02-27,2017.00,58.00,0.96,0.36,-47.76,-0.04
2017-02-28,2017.00,59.00,0.92,0.31,-47.47,-0.04
2017-03-01,2017.00,60.00,0.93,0.26,-49.18,-0.04
2017-03-02,2017.00,61.00,0.97,0.19,-52.20,-0.05
2017-03-03,2017.00,62.00,0.98,0.14,-56.55,-0.05
2017-03-04,2017.00,63.00,0.92,0.12,-57.10,-0.05
2017-03-05,2017.00,64.00,0.88,0.15,-55.27,-0.05
2017-03-06,2017.00,65.00,0.88,0.30,-51.90,-0.05
2017-03-07,2017.00,66.00,0.93,0.53,-49.01,-0.04
2017-03-08,2017.00,67.00,0.96,0.50,-49.10,-0.04
2017-03-09,2017.00,68.00,0.96,0.47,-51.93,-0.05
2017-03-10,2017.00,69.00,0.99,0.27,-56.96,-0.05
2017-03-11,2017.00,70.00,0.97,0.15,-59.87,-0.05
2017-03-12,2017.00,71.00,0.96,0.14,-60.87,-0.06
2017-03-13,2017.00,72.00,0.94,0.14,-62.79,-0.06
2017-03-14,2017.00,73.00,0.94,0.14,-64.85,-0.06
2017-03-15,2017.00,74.00,0.92,0.14,-65.33,-0.06
2017-03-16,2017.00,75.00,0.89,0.15,-64.94,-0.06
2017-03-17,2017.00,76.00,0.89,0.18,-62.34,-0.06
2017-03-18,2017.00,77.00,0.89,0.21,-62.34,-0.06
2017-03-19,2017.00,78.00,0.86,0.26,-61.29,-0.06
2017-03-20,2017.00,79.00,0.82,0.33,-60.13,-0.05
2017-03-21,2017.00,80.00,0.89,0.32,-62.03,-0.06
2017-03-22,2017.00,81.00,0.90,0.17,-63.71,-0.06
2017-03-23,2017.00,82.00,0.87,0.17,-60.23,-0.05
2017-03-24,2017.00,83.00,0.86,0.25,-57.56,-0.05
2017-03-25,2017.00,84.00,0.85,0.36,-58.21,-0.05
2017-03-26,2017.00,85.00,0.84,0.52,-58.99,-0.05
2017-03-27,2017.00,86.00,0.79,0.52,-58.98,-0.05
2017-03-28,2017.00,87.00,0.78,0.52,-57.37,-0.05
2017-03-29,2017.00,88.00,0.83,0.52,-56.20,-0.05
2017-03-30,2017.00,89.00,0.79,0.53,-52.33,-0.05
2017-03-31,2017.00,90.00,0.78,0.53,-47.77,-0.04
2017-04-01,2017.00,91.00,0.81,0.54,-43.57,-0.04
2017-04-02,2017.00,92.00,0.80,0.61,-41.29,-0.04
2017-04-03,2017.00,93.00,0.76,0.76,-38.53,-0.03
2017-04-04,2017.00,94.00,0.76,0.82,-35.95,-0.03
2017-04-05,2017.00,95.00,0.75,0.85,-33.02,-0.03
2017-04-06,2017.00,96.00,0.74,0.90,-28.67,-0.02
2017-04-07,2017.00,97.00,0.74,0.93,7.91,0.01
2017-04-08,2017.00,98.00,0.69,0.89,29.04,0.03
2017-04-09,2017.00,99.00,0.68,0.81,26.86,0.03
2017-04-10,2017.00,100.00,0.70,0.70,23.15,0.03
2017-04-11,2017.00,101.00,0.69,0.64,18.82,0.02
2017-04-12,2017.00,102.00,0.64,0.61,15.99,0.02
2017-04-13,2017.00,103.00,0.57,0.58,13.57,0.02
2017-04-14,2017.00,104.00,0.57,0.54,11.67,0.02
2017-04-15,2017.00,105.00,0.50,0.51,10.60,0.02
2017-04-16,2017.00,106.00,0.53,0.47,8.33,0.01
2017-04-17,2017.00,107.00,0.56,0.44,6.13,0.01
2017-04-18,2017.00,108.00,0.65,0.75,34.14,0.04
